index,source_url,source_type,folder_name,created_at
001,https://www.youtube.com/shorts/-VZ_F5h6fTk,youtube,001,2026-04-11T11:09:09.380Z
002,https://youtu.be/j4PTf7LgsIE?si=ymZsYPKAYOZx03YK,youtube,002,2026-04-11T11:09:09.380Z
003,https://youtu.be/9VoushTH20Q?si=nzvigTKB55eIlynv,youtube,003,2026-04-11T11:09:09.380Z
004,https://www.youtube.com/shorts/-HPG1MxaWeU,youtube,004,2026-04-11T11:09:09.380Z
